gene,grad_abs
HNRNPDL,0.062006924
TBC1D22B,0.062005598
SELM,0.062003918
ADD1,0.061970316
STAM2,0.061970178
ACOT11,0.06196746
NOMO1,0.061957642
PAFAH2,0.06195592
PTPN22,0.06194645
VPS36,0.061931957
AC073115.7,0.061930414
VENTX,0.06190252
USO1,0.061902374
MIB1,0.061900306
GBA,0.061899316
XIAP,0.061888583
OGT,0.061888304
MAST3,0.061882254
KIAA1524,0.061881684
BOLA1,0.061874386
NRBP1,0.06187003
RGS2,0.06186222
RPL32,0.061856706
MLLT3,0.061854567
PPM1K,0.06185273
KMT2C,0.06184011
ALDH9A1,0.061839204
ANKRD36C,0.061834
NDUFB2-AS1,0.06183377
NGFRAP1,0.061828095
RP11-690G19.3,0.06182726
RP13-188A5.1,0.06182304
ARL2BP,0.061813533
GNAO1,0.061805733
ITGB3BP,0.06180376
RXRA,0.06180327
HEATR5B,0.06180156
RIN1,0.061797336
BEND5,0.061792914
UNC50,0.061790343
GALR2,0.061786078
ARVCF,0.0617752
C3orf38,0.061767425
TMEM150A,0.061757307
HNMT,0.0617429
HIST1H4E,0.06173664
ORC3,0.06173104
CCDC146,0.06171518
RP4-784A16.5,0.061709702
RDH10,0.061691713
GS1-393G12.14,0.061687026
E2F1,0.061683953
LZTR1,0.061680626
SDHB,0.061676767
CAMP,0.061673686
EPS8,0.061659675
GRPEL2,0.061640017
LGR6,0.06163646
CEP55,0.06162307
ADCK3,0.061613705
GTF3C4,0.061589923
RP11-680A11.5,0.0615854
PMS2,0.061577387
TNIP1,0.06157667
TRMT5,0.06157104
MAP2K3,0.06155833
IZUMO4,0.061555777
RP3-473L9.4,0.061536692
ANKRD17,0.061525993
TMEM2,0.061516408
AC005076.5,0.061500542
CYFIP1,0.061477944
NDUFAF1,0.06147708
FAM214A,0.061472975
ATG2A,0.061471283
TMEM201,0.061469793
RP11-50E11.3,0.06146782
CLEC17A,0.061455637
ATG12,0.061445326
NOXA1,0.061438594
CAMLG,0.061434854
ZNF784,0.061428558
TP53I13,0.06142111
IFNLR1,0.06141654
TOP2A,0.061414074
RP11-94L15.2,0.061406698
HADHA,0.06140557
C22orf34,0.061400812
USP9X,0.06139757
USP28,0.061387032
MIR29A,0.061386153
RP11-212I21.4,0.06138526
SETD4,0.061374925
MIPEP,0.061366785
MAML2,0.061366666
COPB1,0.061356105
BRE,0.06135391
DLEC1,0.0613197
GPR153,0.061309297
NOTCH4,0.061308555
PPIE,0.06130695
PTGER2,0.061306413
SSBP3,0.06129385
IRS1,0.061280284
SMARCD1,0.061277397
TFDP2,0.061276462
FBXO25,0.061276164
GHRL,0.061274797
PIP5K1A,0.061256684
CRB1,0.061241787
MUM1,0.061240032
GVQW1,0.061231483
FBXL17,0.061229352
ZNF251,0.06120846
PXMP4,0.061205383
RPH3A,0.06120429
CCT5,0.06119805
FSTL3,0.061197657
ATHL1,0.06119201
FAM129A,0.061185073
SNRK,0.061178934
PHF10,0.061168756
LPCAT3,0.06115984
OTUB1,0.06115096
JAM3,0.061146
ZNF880,0.061137125
CYP1B1,0.06113711
KLF4,0.06113264
NACC1,0.061117504
IL10,0.06111707
AARSD1,0.061115213
DPH2,0.06110682
RP1-265C24.8,0.061096236
NRG1,0.061090097
CDKN2AIPNL,0.061086085
CCDC53,0.06108477
BDP1,0.061082296
MMP23B,0.061050195
CTD-2270L9.4,0.06103888
PRKD3,0.061027285
ACER3,0.061022438
DPH5,0.06101723
C8orf82,0.06101708
NEK8,0.061009347
NIFK-AS1,0.06100544
LMF2,0.061004084
PPP1R15A,0.06100231
PPAP2A,0.06100162
BARD1,0.060996197
TOP1MT,0.060992625
FAM19A2,0.060992092
RP11-734K2.4,0.060989503
BANP,0.06097872
NDEL1,0.06097102
FCGR3A,0.060966764
RP11-611L7.1,0.060961653
LIN9,0.060956977
RP11-277B15.3,0.060955122
AIFM1,0.060949106
HIST1H2AG,0.06094255
ARID5B,0.06093604
FCHO2,0.060932454
YTHDC1,0.06092333
RBPJ,0.060922544
RNF24,0.060920555
RIOK3,0.06091529
HARS2,0.060912896
SMPD4,0.060905714
SPATA13,0.06088804
SKIV2L2,0.060885504
LCAT,0.06088211
CASP7,0.06087429
BBIP1,0.060871013
PET117,0.060855076
CNNM4,0.06085117
SYF2,0.0608446
PPP1R16B,0.060839504
SASS6,0.060838323
ZC3H8,0.06083192
KANSL1-AS1,0.060821306
RP3-465N24.6,0.06080229
DOCK5,0.06079811
ABCD3,0.060796794
ARC,0.06078619
PDLIM7,0.060785573
GTF2A1,0.060776427
NDOR1,0.060775246
MBD5,0.060755305
CNPY3,0.0607503
RPS19,0.060746208
ADAM15,0.06073975
EDC4,0.06073941
POLD1,0.06073657
GINS4,0.060730983
MFNG,0.060727336
RP11-51J9.5,0.060727283
BLNK,0.06070829
SLC19A2,0.06069584
ZNF35,0.060695488
ZFP82,0.06069206
PGAM5,0.06067971
MRPS30,0.060675964
KBTBD3,0.060675412
RHOBTB1,0.060669784
XPNPEP3,0.060662806
AP2A2,0.060658637
ANKRD9,0.0606578
CTB-43P18.1,0.060657308
FAM13A,0.06065457
PDE4A,0.060645312
ANKRD31,0.060643617
SPNS3,0.060632233
FAM107B,0.060624644
TES,0.060619596
RGMB,0.06061949
APOOL,0.06060231
TRAF1,0.0605997
HSPA4,0.06058593
CECR1,0.060580432
UPK2,0.060580414
AC116366.6,0.06057149
KIAA0754,0.0605572
HPSE,0.060556896
METTL13,0.060547214
SMCR8,0.06053928
PFDN5,0.060515217
FAM120A,0.06051329
RPL3,0.060512956
AIF1,0.060495265
SURF2,0.060494687
FAM175A,0.060488127
ZNF77,0.06048726
RNF130,0.060468942
RP13-516M14.4,0.060463913
FAM47E,0.060463168
ZDHHC9,0.0604448
WDFY1,0.06044413
ACE,0.060423687
EIF3M,0.060403474
RBP7,0.060399514
RP11-67L2.2,0.06038747
IVNS1ABP,0.060384404
NAGPA,0.06038347
IKZF2,0.060381707
RP5-1043L13.1,0.060377356
PSMB5,0.060369577
UBBP4,0.06036539
GLYR1,0.060358062
STOM,0.06034847
AC097713.4,0.06034261
CLYBL,0.0603398
SYDE2,0.06032914
DAZAP2,0.060323995
GPR61,0.06031508
GPR63,0.060311742
CNOT8,0.06031042
CTC-338M12.6,0.060301095
KCNH3,0.060295165
SYMPK,0.060292736
RP11-282O18.3,0.060287185
SLC12A2,0.060285456
ZNF707,0.06027844
PDIA4,0.060276307
PEX3,0.06027534
SLC46A2,0.06027226
NREP,0.06025741
IL15,0.06025204
PTBP3,0.06020463
CD27,0.06019273
RP11-315I20.1,0.060191773
TGIF2,0.060184706
LINC00863,0.06018275
ACP2,0.060182076
RP11-488L18.8,0.060177263
POR,0.060175877
UTS2,0.060172644
NLRP3,0.06016755
DHX36,0.060163092
FASTK,0.06014613
S100P,0.060142353
BCL2L14,0.060139753
FAM134B,0.060131304
CCDC25,0.060129117
IQCK,0.060116276
TERF2,0.060103726
TTC24,0.060089774
KB-1460A1.5,0.06008588
PCP2,0.060071293
CDK1,0.060069457
VPS13B,0.060065277
RPS3,0.06006503
CNOT7,0.060064886
TFB2M,0.060053524
INSR,0.060050786
NUP62CL,0.060049
C12orf65,0.06004147
CLN8,0.06003596
ZNF12,0.060028147
LIM2,0.060026526
RFWD2,0.060008314
FAF2,0.060006004
MRPL13,0.06000296
NRD1,0.059977766
EVC,0.05996595
MYBL1,0.0599583
LAMTOR5-AS1,0.0599569
PRKRA,0.059952542
GTF2IRD2B,0.0599503
MINA,0.059949957
ESPN,0.059920657
IL12RB1,0.05991841
PRRG2,0.05990796
CUTA,0.05990681
POLR3F,0.05990408
DCAF7,0.059895452
TUBD1,0.059891332
RP11-809O17.1,0.05988792
IRF9,0.059884094
CDYL,0.059883226
GIMAP1,0.059862636
HOMER1,0.059860565
ZNF692,0.059855398
HIST1H2BN,0.059847392
BRCA1,0.059845902
RP11-326C3.2,0.059844356
UBE2G1,0.05983716
MIF4GD,0.05982795
MPP6,0.059821732
CPQ,0.059814896
ZDHHC7,0.059800986
NARFL,0.059797905
GZMH,0.059789725
LYPLA2,0.059788607
SLC23A3,0.05978744
RPP38,0.059782077
ZFR2,0.059781093
DUSP23,0.05976643
PARP15,0.059766263
TCP10L,0.059753455
DESI2,0.059749775
GLUL,0.059748802
OPN3,0.059748158
RPLP0,0.05974444
CALCRL,0.059740767
AGFG1,0.059727434
TNFAIP3,0.059717245
AC003075.4,0.0597155
ALG13,0.059711006
MGAT5,0.05970757
PQLC1,0.059704464
UBAP2L,0.059690632
NHS,0.059688624
ENTPD4,0.059688278
RAB40C,0.0596869
FEM1A,0.059677064
DDX50,0.05964826
CNRIP1,0.05964572
PLXDC2,0.059644204
MCEE,0.059642166
CENPQ,0.05962078
GMNN,0.059618138
BTF3,0.0596156
PSMD11,0.059615374
FSCN1,0.05961533
SFTPD,0.05961288
ZNF326,0.0596121
PIEZO1,0.05957853
ADAM8,0.059573643
CTD-2371O3.2,0.05956566
MBTD1,0.059558854
FAM189B,0.05951814
ACYP2,0.059517022
TTTY15,0.05951476
PYCR1,0.059509583
ATAD2,0.059508134
FBXO22,0.05948152
TROAP,0.05948139
LIMD2,0.0594786
ESR2,0.059478458
ZUFSP,0.059474945
RP11-110A12.2,0.059465475
RNF139,0.059464138
ZNF23,0.059459187
PAPL,0.05945714
SFMBT1,0.05945688
HEMK1,0.059452817
EID1,0.059441406
KISS1R,0.059428073
STAU2,0.059426453
CEACAM3,0.059422538
RP11-624C23.1,0.059421383
TUBB,0.059416898
ELOVL1,0.05941109
NAA40,0.059406683
MUC20,0.059403
S1PR1,0.059398543
MAP7D3,0.05939256
ZGPAT,0.05939234
MYC,0.059391934
KTN1,0.059385136
MIR4519,0.05938187
C12orf66,0.05937853
MIEN1,0.05937152
RP11-347P5.1,0.059367258
WDR5B,0.05935833
PNPO,0.059357904
IFIH1,0.059357166
ZNF189,0.059334826
RNGTT,0.05930953
EIF1AX,0.05929534
NSF,0.05928581
RPS25,0.05926394
C2orf69,0.059255607
LINC00861,0.059220638
NOL3,0.0592036
CAMK2D,0.05918565
SEZ6L,0.05917511
RPL8,0.059170015
GRASP,0.05915757
ASPM,0.05915111
HPGD,0.059145484
MCM5,0.059145447
CSTA,0.059141528
RP11-796E2.4,0.059135392
POLD2,0.059121445
ELP3,0.059108198
ACO2,0.05910349
CWF19L1,0.059092086
CHURC1,0.059091866
CUL9,0.05908909
SLC25A6,0.05908675
HMBS,0.05908399
NPLOC4,0.059081495
SNIP1,0.05907651
ICOS,0.059076283
MAP3K12,0.059076186
ACADM,0.059057374
B3GAT3,0.059054844
CNOT6L,0.059052642
CRAMP1L,0.059036065
MFSD10,0.059034
PBX2,0.059020586
ZC3H18,0.059001762
HSDL2,0.059000645
C11orf83,0.05899976
RBM6,0.05899171
RAB10,0.058985483
MAN1A2,0.058982544
C7orf55-LUC7L2,0.058977745
DBR1,0.058965772
ARHGAP9,0.058955688
TTI1,0.05894805
IFITM2,0.058935806
C18orf21,0.058931902
RP11-485G4.2,0.05892928
MCU,0.058927152
KIFC3,0.058916874
CDKN2C,0.05891392
LAPTM4A,0.058909032
PRADC1,0.05889304
ARL4C,0.058888648
CPM,0.05887665
NFATC3,0.058873735
FBP1,0.058869604
BIVM,0.05886652
MCM3,0.058862165
KRT7,0.05886157
ALDH7A1,0.058847565
PIGG,0.058832657
MLH3,0.05882411
ZRSR1,0.058822203
ARID3B,0.058810297
FBXW2,0.058809783
AC142528.1,0.058807075
DUS4L,0.05880552
KIR2DL3,0.058798637
CNN2,0.058797084
PSMD2,0.058796663
MED28,0.058782443
RNF220,0.05877317
SECTM1,0.058768272
SERGEF,0.058748066
ARHGAP35,0.058745608
ITGB1BP1,0.058726944
SLMO2,0.058724526
PFKFB2,0.058709983
MPHOSPH8,0.058703583
MBD2,0.058702853
CDH26,0.058700174
ATP6V0B,0.058675483
APOL6,0.05865647
PCTP,0.058642812
UTP14C,0.058642358
BRI3BP,0.058640946
LENG9,0.05864037
SNX10,0.058630772
FN3KRP,0.05862715
PAFAH1B2,0.058612935
CLOCK,0.05861222
NUDT22,0.058605887
THAP9,0.058597263
CTD-2035E11.3,0.058597103
INTU,0.058596108
CREB3L4,0.05859411
RAB3A,0.05859194
EIF4E3,0.058590706
DENND4C,0.0585898
KLF13,0.05858948
PRCC,0.05858302
ZNF852,0.058571626
RP5-1136G13.2,0.058562927
SH2D2A,0.058561202
ZNF44,0.058555543
DENND1B,0.058547866
ZCWPW1,0.058543462
AC195454.1,0.05851319
PPP1R32,0.058510087
WAS,0.058506142
TBCD,0.058504574
ING4,0.058503002
STRBP,0.05850257
SKA2,0.058500394
NDUFA3,0.058489695
AMPD2,0.058484238
RP11-342M1.3,0.05848352
RPL5,0.058477927
TMEM14C,0.058475077
CD4,0.058474947
HSPBAP1,0.058448054
LONP1,0.05844298
OPRL1,0.058426503
RP11-146F11.1,0.058420572
MPHOSPH10,0.05841831
RP11-160H22.5,0.058417425
MOB3A,0.058410674
RP11-350G8.5,0.058383197
RP4-728D4.2,0.05838161
MCM10,0.058381457
SOS2,0.058381405
ARHGEF37,0.058358107
NOP14,0.05835325
RP11-203J24.8,0.058353174
TSPAN32,0.058344062
ZFHX3,0.058333773
NPAS2,0.058323923
LINC01013,0.05831759
SUGP1,0.05830047
FAM21A,0.05829846
FAM72B,0.058297858
CAST,0.058296815
CBWD2,0.058286708
UNK,0.058279593
MPO,0.058277544
SCRN2,0.058267307
IFI44L,0.058263917
RIMS3,0.058258343
EML5,0.058255196
ADAM28,0.058253672
TMCO3,0.058241457
RGS16,0.058230087
MEN1,0.058227792
DOK2,0.058199994
PRMT1,0.05818962
RP11-439L18.2,0.058180515
SLC29A1,0.058178205
DENND1C,0.058171935
ULK4,0.05816861
RP11-162A12.2,0.05814675
TSC2,0.058145165
EBLN2,0.05813895
SIRT5,0.058132753
RP3-399L15.3,0.05813133
ACAP3,0.058129344
HTT,0.058085755
CRBN,0.058071062
AC023590.1,0.058061514
PPP1R13B,0.058057703
RP5-821D11.7,0.058055796
AC000003.2,0.058052685
SCLY,0.05804816
SNAPC1,0.058040835
RP5-1159O4.1,0.058018032
SNED1,0.05801301
RP11-474G23.2,0.058012534
TIFAB,0.058011375
CCDC120,0.057998706
MT-ATP8,0.05797995
ZSCAN16-AS1,0.05797261
VEZT,0.05795455
MT-ND4L,0.057948913
DIRAS1,0.057947084
WDR53,0.057924762
FCHO1,0.057918962
PRR3,0.05791393
ZNF598,0.057912316
POLR2L,0.057890084
GNPTG,0.05787822
ADNP,0.057861242
DUSP11,0.05785827
ZMYND10,0.05784777
RPS6KC1,0.057844274
USP1,0.05781012
KIAA0947,0.057805717
INPP5F,0.057793707
AKR1C3,0.05777722
hsa-mir-8072,0.057777207
EAF1,0.0577724
BOD1,0.05776922
DHX8,0.057758443
RBMS2,0.057758413
TMEM110,0.05774493
NKIRAS2,0.057742033
MAP1LC3B2,0.057740796
PTGIR,0.05773758
CTD-2555O16.4,0.057737574
ARSD,0.057731282
C6orf203,0.057723314
C1QC,0.057721615
TEX14,0.057714406
CNP,0.057713743
LILRA1,0.05770848
LARS,0.057700865
MCM2,0.05768553
CNTROB,0.057684533
NOL11,0.057683956
CCSER2,0.05768003
PAFAH1B1,0.057667308
CDK2AP2,0.057663623
LRRC27,0.05766125
RAPGEFL1,0.057649292
SLC12A6,0.057638116
CDK13,0.05763423
TESC,0.057631746
NARF,0.057625026
FRMD4B,0.05762337
SPECC1,0.05758408
NOP9,0.057577465
ANKAR,0.05757498
CCDC154,0.057574604
LINC00877,0.057563756
AMICA1,0.05755881
FAM172A,0.057553418
PIGO,0.057550326
CCNI,0.057530798
RPS4X,0.057522546
ADAM19,0.057508703
PTCHD3P1,0.057504438
BRIX1,0.05749696
TUBG2,0.057496674
CPA5,0.0574829
ZNF787,0.05748127
RP11-337C18.8,0.057469845
CRYM,0.057464786
ABCA7,0.057463877
RP4-803J11.2,0.05746033
LINC01063,0.057452768
AC016586.1,0.05745035
RUNX3,0.05743549
SMYD5,0.057434916
MARK3,0.05743441
RP11-395G23.3,0.05741798
ATG5,0.05741198
KPNA4,0.057400808
HNRNPH3,0.05738882
CENPV,0.05737674
SLC25A51,0.0573759
MVB12A,0.057365846
IL24,0.057359397
FOSL1,0.057357796
NSUN5,0.057352684
ARAP3,0.057339054
STRIP1,0.05733829
PPP2R5D,0.057338264
TPR,0.057325654
HMOX2,0.057322435
SETDB1,0.057317343
CBX8,0.057315893
LIMK1,0.05731397
ZNF419,0.05731124
DDX58,0.0573097
C12orf42,0.05730278
MINK1,0.0572817
ARHGEF2,0.057278723
FHOD1,0.05727708
TRMT2A,0.057271417
CXCL2,0.05727012
KCTD2,0.05726678
SLC16A7,0.057240885
JOSD2,0.05724071
HERPUD2,0.057222575
LDOC1,0.05721748
ZNF426,0.05721683
RP11-79P5.9,0.05721075
PRRC2B,0.057203207
PXDC1,0.057184633
SRSF5,0.057182346
MRPL9,0.057175964
KIAA1328,0.05716962
KCTD1,0.057156686
ATRX,0.057151847
TM7SF2,0.057139535
SLC16A11,0.057118997
CNDP2,0.057111192
ADAT3,0.057104234
IFT80,0.05710287
YIPF5,0.057099886
SUV420H1,0.057098374
ZCCHC24,0.05707405
SLC25A28,0.057071134
LYSMD4,0.057056505
LZIC,0.05704389
RPEL1,0.057043187
POMZP3,0.057035577
LRMP,0.05702933
C3,0.05702917
AL020996.1,0.05700454
CREB3L2,0.05699533
NAPEPLD,0.05697794
ANKRD39,0.056957617
DONSON,0.056954145
ZNF672,0.056953866
VPS8,0.056951996
RP11-395B7.4,0.056951553
WNT10B,0.056950483
LSM10,0.056947928
BEND4,0.056939498
PPAT,0.05692658
GCLM,0.05691622
RP11-398C13.6,0.056910764
SYNJ1,0.0569054
CYFIP2,0.056903027
CD46,0.056863792
LILRB3,0.056860194
UBA5,0.056849647
CYTH3,0.05683278
GADD45A,0.056824837
ATXN7L3B,0.05682358
PRSS53,0.05681485
UMPS,0.05680525
NRBF2,0.056800302
DECR1,0.05679924
BRAP,0.056794085
RP11-140K17.3,0.056791376
HCAR3,0.0567847
POLR1A,0.056784593
IFNG,0.05678096
VASP,0.056780823
STAG3,0.05677627
RELL1,0.056770954
TNKS2-AS1,0.056763142
GPM6A,0.05675633
SMIM14,0.05673861
EPM2A,0.056728423
RP11-344P13.6,0.056727715
COPRS,0.05672481
TMED8,0.05672183
URM1,0.056720577
SMAD5,0.056720264
NCK1,0.05671146
RPAP1,0.056685742
TAF9B,0.056682788
RP11-489E7.4,0.05664524
SNAP23,0.056642666
CCDC88A,0.056631897
SCML4,0.05662907
ERLIN2,0.056622293
LPCAT2,0.056621786
MLLT11,0.056619577
PNMA3,0.056609508
NFYB,0.05660918
PVR,0.05659465
PRPF4B,0.056590542
RAB3GAP2,0.056590278
GS1-251I9.4,0.05658735
SLC24A1,0.05656619
GLS,0.05654135
CAPRIN1,0.056528434
RP11-83A24.2,0.056527145
RBBP8,0.056519482
OPLAH,0.056497563
UPK3A,0.056488983
RP11-305L7.7,0.056488834
FAM173B,0.056478232
DAG1,0.056474905
CCR5,0.05647086
AC016831.7,0.056457568
FEZ1,0.05645377
MRPL10,0.05645365
P2RX5-TAX1BP3,0.056437362
NIFK,0.05643552
GSTCD,0.056426913
CS,0.056420155
HERC3,0.05641942
SF3B2,0.056417186
STEAP1B,0.056416254
FAM193B,0.056411438
TRAPPC12-AS1,0.056404885
WLS,0.05640363
SMIM20,0.05640294
MDGA1,0.056399137
ZNF493,0.056393217
LINC00116,0.056384336
ZNF609,0.056376074
CCT7,0.05637547
CHST2,0.05635352
SLC30A5,0.05633242
LTA,0.05632767
ZNF43,0.05631365
DDIT4,0.056310244
EFTUD1,0.056305926
DERL1,0.05629583
DOCK4,0.056291386
RNF43,0.05628886
CKAP2L,0.05628651
UFM1,0.056283664
TMEM176B,0.056278642
PANK3,0.056273926
CSTB,0.05627068
NCBP1,0.056267746
CTB-55O6.12,0.056259483
NPDC1,0.056254696
LONP2,0.05624652
MEG3,0.05621925
LINC00092,0.056213267
IRF2BPL,0.0562003
UBC,0.056199808
TXNDC16,0.056188233
SLC27A4,0.056186598
CENPK,0.056164067
TPBG,0.05616326
GINM1,0.0561464
MOSPD2,0.056135185
PTBP2,0.056130864
IDI1,0.056128774
ACAP1,0.056126922
ACAT1,0.05612528
ITPRIPL1,0.05612165
XYLT1,0.05612038
USP22,0.05611926
E2F4,0.056108784
MSRB1,0.05610611
ERP44,0.056088224
UTP6,0.05608211
NFKBIZ,0.056076996
HLA-DRB5,0.05606335
FAH,0.05605996
PPP6R2,0.05605753
FTL,0.056055702
PSMA5,0.056052584
LRG1,0.05604737
KRTCAP3,0.056045778
HIF1AN,0.056037337
GNPNAT1,0.05603084
DSTYK,0.056026638
GLOD4,0.056018893
FAM105A,0.055994608
NAP1L1,0.055991396
SLC24A4,0.055977907
CDC6,0.055972442
TNS1,0.05597066
NME8,0.055960406
ST14,0.05595915
SPEF2,0.05592778
LPAR2,0.055919554
CTDSP2,0.05591688
PEX13,0.055916518
H1FX-AS1,0.0559123
PECR,0.05589645
CTB-129P6.4,0.055894252
NUDT12,0.055889033
OTUD3,0.055860575
MRPL44,0.055858847
TSNARE1,0.055851284
EID2B,0.05584783
APBB1IP,0.05584234
TBX21,0.055835247
DVL1,0.055834286
ZC3H3,0.05582683
KNSTRN,0.05582652
C20orf96,0.055819612
PLEKHM1,0.055818647
CACNA1C-AS1,0.055807836
RP11-326C3.15,0.055802632
FBXO44,0.055796668
OSTM1,0.05578401
TCFL5,0.055783737
GALK1,0.055783637
MT-CO1,0.055780005
QSER1,0.055774067
PTPN23,0.05576246
ZNF71,0.055750635
HOXA-AS2,0.05574528
GART,0.055734817
SETD6,0.05572643
LCP2,0.055716265
PSMA8,0.055716228
C7orf25,0.0557147
MSTO1,0.055712238
DCTN1,0.055705156
SRP72,0.055676714
FAM50B,0.055674843
C1orf122,0.05567223
H2AFJ,0.055669643
RPS10P7,0.0556682
STX8,0.055664476
ZFYVE19,0.055661943
MAP2K6,0.055660136
PPP1R17,0.055655543
PRPF8,0.055649
ZNF275,0.055641677
LRRC47,0.0556256
NOB1,0.05561706
NFATC2IP,0.055608395
ERI1,0.055596616
DTX4,0.05558833
EML6,0.05558014
PDIA5,0.055578228
PMP22,0.055568423
GSTZ1,0.055563476
KIAA1586,0.05556132
SLC38A9,0.05555661
SLCO3A1,0.0555519
ZNF620,0.05554869
NPIPB5,0.055539005
RP11-266J6.2,0.055535123
SHROOM1,0.055533394
DMTN,0.055532705
TCF12,0.05552493
RP6-206I17.2,0.055487443
ATG3,0.055477183
N4BP1,0.055475473
MYH9,0.055453286
IRF2,0.055450525
ALPK1,0.055449884
ANKEF1,0.055432532
SETD8,0.05543117
TP53I3,0.055430975
DEGS1,0.055423938
G6PD,0.05542045
CSAD,0.05541348
METTL16,0.055409834
HTR3A,0.055405393
TEP1,0.055398203
CIT,0.055393796
SPOCD1,0.05538796
HCCS,0.055386867
C11orf80,0.055375043
WDR92,0.05537363
RPSAP58,0.05535801
IMP4,0.05535509
EEA1,0.05535071
BAIAP3,0.055345356
THAP2,0.055327423
DSCR9,0.055320647
SCAMP1,0.05529739
CAPRIN2,0.055272836
AP000769.1,0.055272132
TNRC6B,0.055247515
TXLNA,0.05523789
RP11-467P9.1,0.055230398
PERP,0.05523002
BNC2,0.05522258
RND1,0.055198867
CAPN7,0.055189364
EML3,0.055187684
RP11-568N6.1,0.055171702
ERCC8,0.05516613
ANAPC5,0.05516306
USP14,0.05515709
RP4-548D19.3,0.05514709
NLK,0.05514146
CLMN,0.055137493
TBC1D2,0.055137087
ARPC3,0.05510644
RHOT2,0.055100806
SMU1,0.055098917
CRIM1,0.055092122
NUTM2A-AS1,0.055089984
PITPNB,0.05508834
TCEB2,0.05508281
NIT2,0.055080377
U2AF1,0.05507549
PLCB2,0.05507539
RP11-206L10.9,0.05506861
CD244,0.055059746
RC3H1,0.055041295
FHIT,0.05503978
AP3M2,0.055039547
C9orf69,0.05503343
DTX3L,0.05502761
PGLS,0.05501527
MYOM1,0.055010617
KLRC2,0.055007778
BATF,0.05500176
TBXA2R,0.054998964
CLK3,0.054998796
FANCD2,0.054998506
STON2,0.05499735
SNTA1,0.05499436
SNHG10,0.05497605
ZBED1,0.0549553
CTC-428G20.6,0.05495233
OSM,0.05494927
UQCRC1,0.054945514
MAP4K2,0.054942258
AC062029.1,0.0549407
ASH1L,0.054938417
RP11-1407O15.2,0.054936595
L3MBTL1,0.0549254
STMN3,0.05491995
TRAM1,0.05491938
MT2A,0.054919254
LTBP4,0.054900862
ARHGEF40,0.054890137
CYP2S1,0.05487096
GNAQ,0.05484706
TIA1,0.054843195
MARC2,0.054839794
ARL1,0.05483716
GPR18,0.054823928
AMT,0.05481225
SCFD1,0.05480494
NOSIP,0.05480209
RHEBL1,0.054790333
MAP1B,0.0547838
EIF2AK4,0.054783545
SNRNP35,0.054778557
RP11-192H23.4,0.05477794
FASTKD2,0.054773446
CD302,0.05476677
RPL23,0.05476208
ATL2,0.054757476
SGK223,0.054755714
DDX55,0.054755278
ATP5C1,0.054752704
CTA-293F17.1,0.054726616
ASF1A,0.054725792
ISOC1,0.054724038
PIGQ,0.054663237
MPP1,0.054649107
LTBP3,0.054638118
RP11-641A6.2,0.054631934
AP2M1,0.054631576
SMARCA5,0.054630082
PSMD5-AS1,0.05460773
ENTPD7,0.054604847
RP11-382J12.1,0.054603666
RNPEPL1,0.054597083
ZNF354C,0.05459075
TIMM21,0.05458321
RHBDD3,0.054581825
EI24,0.05457999
SLC17A9,0.054564327
STX18,0.05456378
TFIP11,0.054530647
CCDC126,0.054526556
HLTF,0.054518454
INTS4,0.054514866
ALCAM,0.054507352
C1QA,0.054497
HOOK1,0.05449441
ZNF527,0.054490134
KIAA1407,0.0544878
IL32,0.05447819
DNHD1,0.054476738
TMEM97,0.054474525
ZNF487,0.054466914
RP11-361D15.2,0.0544407
RP11-359B12.2,0.054430474
ITPA,0.05441779
CHST11,0.054398105
LAMTOR2,0.05437866
HIRA,0.05437362
ZNF653,0.054365907
MRI1,0.054359734
MOB3C,0.05435919
NIPSNAP3B,0.05435572
PEX16,0.05434951
SGSM3,0.05434934
LPAR6,0.054344017
CBFA2T3,0.054341927
GPR89A,0.05433811
COL9A3,0.05433421
RIPK2,0.054326676
RP11-318A15.2,0.05432152
BBS2,0.054318734
USP42,0.054312587
CCDC12,0.054302398
SUMF2,0.05430034
TNNC2,0.05426491
OTOA,0.054264084
NUP155,0.05425515
RP5-935K16.1,0.054250397
PPME1,0.054245714
HIF1A,0.054242816
IL1R2,0.05424253
MALT1,0.054238122
TMEM27,0.054233108
RAB7L1,0.054231808
LPAR5,0.054231454
PTPN12,0.0542276
DTHD1,0.05422576
MERTK,0.054219753
LAG3,0.054218426
ZNF566,0.054200966
GPR55,0.054192044
CYP2J2,0.05417685
TAF15,0.054172542
RP6-109B7.3,0.054164905
TOMM40,0.054149553
MAP3K3,0.054139826
ZDHHC16,0.054130696
BAK1,0.05413068
CLDND1,0.05412982
SMURF2,0.054124553
DLEU7,0.054118894
MAPK14,0.05411717
ARMC8,0.054111995
STXBP3,0.054094594
PNRC2,0.05409077
COLQ,0.05409053
MB21D1,0.05408735
PRSS57,0.054077413
PRKCSH,0.05407361
GTF2IRD1,0.054066133
CHAC2,0.054065626
RHPN1,0.054061197
PRPF38A,0.05404538
ACSL4,0.054044776
AHNAK,0.05403952
TMCO6,0.054022998
APLF,0.05400929
RHOB,0.054003693
LRPPRC,0.05398264
NEK4,0.053975936
HIP1,0.05396266
VIL1,0.053960897
NAP1L5,0.053953733
ZBED4,0.05395255
BCL2A1,0.053947072
APC,0.053918537
RP11-212P7.2,0.053917237
FAM98C,0.053888284
